id,model,description,label,split,selected_ai_model,selection_seed,selection_strategy,dataset_revision
06031,MTG-Jamendo,"ambient, soundtrack, keyboard",0,train,Suno v3.5,42,balanced_generator_group_split_v1,b84d4be5eda830b6eb714998569dba73530f2601
05531,Suno v3.5,"ambient, soundtrack, keyboard",1,train,Suno v3.5,42,balanced_generator_group_split_v1,b84d4be5eda830b6eb714998569dba73530f2601
06033,MTG-Jamendo,"ambient, synthesizer, strings",0,train,Suno v3,42,balanced_generator_group_split_v1,b84d4be5eda830b6eb714998569dba73530f2601
05033,Suno v3,"ambient, synthesizer, strings",1,train,Suno v3,42,balanced_generator_group_split_v1,b84d4be5eda830b6eb714998569dba73530f2601
06035,MTG-Jamendo,"ambient, triphop, soundtrack",0,train,AudioLDM 2 Large,42,balanced_generator_group_split_v1,b84d4be5eda830b6eb714998569dba73530f2601
01899,AudioLDM 2 Large,"ambient, triphop, soundtrack",1,train,AudioLDM 2 Large,42,balanced_generator_group_split_v1,b84d4be5eda830b6eb714998569dba73530f2601
06037,MTG-Jamendo,"blues, christmas, piano",0,train,Stable Audio v1,42,balanced_generator_group_split_v1,b84d4be5eda830b6eb714998569dba73530f2601
03537,Stable Audio v1,"blues, christmas, piano",1,train,Stable Audio v1,42,balanced_generator_group_split_v1,b84d4be5eda830b6eb714998569dba73530f2601
06038,MTG-Jamendo,"blues, country, classicalguitar",0,train,MusicGen Medium,42,balanced_generator_group_split_v1,b84d4be5eda830b6eb714998569dba73530f2601
00636,MusicGen Medium,"blues, country, classicalguitar",1,train,MusicGen Medium,42,balanced_generator_group_split_v1,b84d4be5eda830b6eb714998569dba73530f2601
06039,MTG-Jamendo,"blues, piano, guitar",0,train,Riffusion,42,balanced_generator_group_split_v1,b84d4be5eda830b6eb714998569dba73530f2601
02514,Riffusion,"blues, piano, guitar",1,train,Riffusion,42,balanced_generator_group_split_v1,b84d4be5eda830b6eb714998569dba73530f2601
06040,MTG-Jamendo,"blues, singersongwriter, guitar",0,train,AudioLDM 2 Large,42,balanced_generator_group_split_v1,b84d4be5eda830b6eb714998569dba73530f2601
01709,AudioLDM 2 Large,"blues, singersongwriter, guitar",1,train,AudioLDM 2 Large,42,balanced_generator_group_split_v1,b84d4be5eda830b6eb714998569dba73530f2601
06041,MTG-Jamendo,"blues, voice, electricguitar",0,train,MusicGen Medium,42,balanced_generator_group_split_v1,b84d4be5eda830b6eb714998569dba73530f2601
00981,MusicGen Medium,"blues, voice, electricguitar",1,train,MusicGen Medium,42,balanced_generator_group_split_v1,b84d4be5eda830b6eb714998569dba73530f2601
06042,MTG-Jamendo,"breakbeat, dubstep, bass",0,train,Suno v3,42,balanced_generator_group_split_v1,b84d4be5eda830b6eb714998569dba73530f2601
05042,Suno v3,"breakbeat, dubstep, bass",1,train,Suno v3,42,balanced_generator_group_split_v1,b84d4be5eda830b6eb714998569dba73530f2601
06043,MTG-Jamendo,"breakbeat, house, deep",0,train,AudioLDM 2 Large,42,balanced_generator_group_split_v1,b84d4be5eda830b6eb714998569dba73530f2601
01687,AudioLDM 2 Large,"breakbeat, house, deep",1,train,AudioLDM 2 Large,42,balanced_generator_group_split_v1,b84d4be5eda830b6eb714998569dba73530f2601
06044,MTG-Jamendo,"breakbeat, idm, piano",0,train,MusicGen Large,42,balanced_generator_group_split_v1,b84d4be5eda830b6eb714998569dba73530f2601
01151,MusicGen Large,"breakbeat, idm, piano",1,train,MusicGen Large,42,balanced_generator_group_split_v1,b84d4be5eda830b6eb714998569dba73530f2601
06046,MTG-Jamendo,"breakbeat, techno, electronica",0,train,MusicGen Large,42,balanced_generator_group_split_v1,b84d4be5eda830b6eb714998569dba73530f2601
01081,MusicGen Large,"breakbeat, techno, electronica",1,train,MusicGen Large,42,balanced_generator_group_split_v1,b84d4be5eda830b6eb714998569dba73530f2601
06048,MTG-Jamendo,"chillout, dance, country",0,train,MusicGen Small,42,balanced_generator_group_split_v1,b84d4be5eda830b6eb714998569dba73530f2601
00171,MusicGen Small,"chillout, dance, country",1,train,MusicGen Small,42,balanced_generator_group_split_v1,b84d4be5eda830b6eb714998569dba73530f2601
06049,MTG-Jamendo,"chillout, downtempo, piano",0,train,AudioLDM 2 Large,42,balanced_generator_group_split_v1,b84d4be5eda830b6eb714998569dba73530f2601
01537,AudioLDM 2 Large,"chillout, downtempo, piano",1,train,AudioLDM 2 Large,42,balanced_generator_group_split_v1,b84d4be5eda830b6eb714998569dba73530f2601
06050,MTG-Jamendo,"chillout, downtempo, triphop",0,train,Suno v3,42,balanced_generator_group_split_v1,b84d4be5eda830b6eb714998569dba73530f2601
05050,Suno v3,"chillout, downtempo, triphop",1,train,Suno v3,42,balanced_generator_group_split_v1,b84d4be5eda830b6eb714998569dba73530f2601
06051,MTG-Jamendo,"chillout, jazz, piano",0,train,Riffusion,42,balanced_generator_group_split_v1,b84d4be5eda830b6eb714998569dba73530f2601
02901,Riffusion,"chillout, jazz, piano",1,train,Riffusion,42,balanced_generator_group_split_v1,b84d4be5eda830b6eb714998569dba73530f2601
06054,MTG-Jamendo,"chillout, reggae, bass",0,train,Stable Audio v2,42,balanced_generator_group_split_v1,b84d4be5eda830b6eb714998569dba73530f2601
04054,Stable Audio v2,"chillout, reggae, bass",1,train,Stable Audio v2,42,balanced_generator_group_split_v1,b84d4be5eda830b6eb714998569dba73530f2601
06055,MTG-Jamendo,"chillout, soundtrack, electronica",0,train,Riffusion,42,balanced_generator_group_split_v1,b84d4be5eda830b6eb714998569dba73530f2601
02641,Riffusion,"chillout, soundtrack, electronica",1,train,Riffusion,42,balanced_generator_group_split_v1,b84d4be5eda830b6eb714998569dba73530f2601
06056,MTG-Jamendo,"chillout, soundtrack, violin",0,train,MusicGen Large,42,balanced_generator_group_split_v1,b84d4be5eda830b6eb714998569dba73530f2601
01457,MusicGen Large,"chillout, soundtrack, violin",1,train,MusicGen Large,42,balanced_generator_group_split_v1,b84d4be5eda830b6eb714998569dba73530f2601
06058,MTG-Jamendo,"chillout, triphop, hiphop",0,train,Suno v3,42,balanced_generator_group_split_v1,b84d4be5eda830b6eb714998569dba73530f2601
05058,Suno v3,"chillout, triphop, hiphop",1,train,Suno v3,42,balanced_generator_group_split_v1,b84d4be5eda830b6eb714998569dba73530f2601
06060,MTG-Jamendo,"chillout, world, oriental",0,train,Udio,42,balanced_generator_group_split_v1,b84d4be5eda830b6eb714998569dba73530f2601
04560,Udio,"chillout, world, oriental",1,train,Udio,42,balanced_generator_group_split_v1,b84d4be5eda830b6eb714998569dba73530f2601
06062,MTG-Jamendo,"classical, acousticguitar, classicalguitar",0,train,Stable Audio v2,42,balanced_generator_group_split_v1,b84d4be5eda830b6eb714998569dba73530f2601
04062,Stable Audio v2,"classical, acousticguitar, classicalguitar",1,train,Stable Audio v2,42,balanced_generator_group_split_v1,b84d4be5eda830b6eb714998569dba73530f2601
06064,MTG-Jamendo,"classical, ambient, jazz",0,train,Suno v3,42,balanced_generator_group_split_v1,b84d4be5eda830b6eb714998569dba73530f2601
05064,Suno v3,"classical, ambient, jazz",1,train,Suno v3,42,balanced_generator_group_split_v1,b84d4be5eda830b6eb714998569dba73530f2601
06066,MTG-Jamendo,"classical, cello, violin",0,train,MusicGen Large,42,balanced_generator_group_split_v1,b84d4be5eda830b6eb714998569dba73530f2601
01147,MusicGen Large,"classical, cello, violin",1,train,MusicGen Large,42,balanced_generator_group_split_v1,b84d4be5eda830b6eb714998569dba73530f2601
06067,MTG-Jamendo,"classical, chillout, blues",0,train,AudioLDM 2 Large,42,balanced_generator_group_split_v1,b84d4be5eda830b6eb714998569dba73530f2601
01838,AudioLDM 2 Large,"classical, chillout, blues",1,train,AudioLDM 2 Large,42,balanced_generator_group_split_v1,b84d4be5eda830b6eb714998569dba73530f2601
06070,MTG-Jamendo,"classical, clarinet, trumpet",0,train,Riffusion,42,balanced_generator_group_split_v1,b84d4be5eda830b6eb714998569dba73530f2601
02606,Riffusion,"classical, clarinet, trumpet",1,train,Riffusion,42,balanced_generator_group_split_v1,b84d4be5eda830b6eb714998569dba73530f2601
06074,MTG-Jamendo,"classical, electronic, fast",0,train,MusicGen Medium,42,balanced_generator_group_split_v1,b84d4be5eda830b6eb714998569dba73530f2601
00611,MusicGen Medium,"classical, electronic, fast",1,train,MusicGen Medium,42,balanced_generator_group_split_v1,b84d4be5eda830b6eb714998569dba73530f2601
06075,MTG-Jamendo,"classical, electronic, organ",0,train,AudioLDM 2 Music,42,balanced_generator_group_split_v1,b84d4be5eda830b6eb714998569dba73530f2601
02198,AudioLDM 2 Music,"classical, electronic, organ",1,train,AudioLDM 2 Music,42,balanced_generator_group_split_v1,b84d4be5eda830b6eb714998569dba73530f2601
06076,MTG-Jamendo,"classical, electronic, synthesizer",0,train,MusicGen Small,42,balanced_generator_group_split_v1,b84d4be5eda830b6eb714998569dba73530f2601
00117,MusicGen Small,"classical, electronic, synthesizer",1,train,MusicGen Small,42,balanced_generator_group_split_v1,b84d4be5eda830b6eb714998569dba73530f2601
06077,MTG-Jamendo,"classical, fast, guitar",0,train,MusicGen Medium,42,balanced_generator_group_split_v1,b84d4be5eda830b6eb714998569dba73530f2601
00803,MusicGen Medium,"classical, fast, guitar",1,train,MusicGen Medium,42,balanced_generator_group_split_v1,b84d4be5eda830b6eb714998569dba73530f2601
06078,MTG-Jamendo,"classical, folk, country",0,train,MusicGen Small,42,balanced_generator_group_split_v1,b84d4be5eda830b6eb714998569dba73530f2601
00308,MusicGen Small,"classical, folk, country",1,train,MusicGen Small,42,balanced_generator_group_split_v1,b84d4be5eda830b6eb714998569dba73530f2601
06079,MTG-Jamendo,"classical, folk, guitar",0,train,Stable Audio v1,42,balanced_generator_group_split_v1,b84d4be5eda830b6eb714998569dba73530f2601
03579,Stable Audio v1,"classical, folk, guitar",1,train,Stable Audio v1,42,balanced_generator_group_split_v1,b84d4be5eda830b6eb714998569dba73530f2601
06081,MTG-Jamendo,"classical, jazz, piano",0,train,MusicGen Small,42,balanced_generator_group_split_v1,b84d4be5eda830b6eb714998569dba73530f2601
00167,MusicGen Small,"classical, jazz, piano",1,train,MusicGen Small,42,balanced_generator_group_split_v1,b84d4be5eda830b6eb714998569dba73530f2601
06084,MTG-Jamendo,"classical, orchestral, christmas",0,train,Stable Audio v1,42,balanced_generator_group_split_v1,b84d4be5eda830b6eb714998569dba73530f2601
03584,Stable Audio v1,"classical, orchestral, christmas",1,train,Stable Audio v1,42,balanced_generator_group_split_v1,b84d4be5eda830b6eb714998569dba73530f2601
06086,MTG-Jamendo,"classical, orchestral, orchestra",0,train,Mustango,42,balanced_generator_group_split_v1,b84d4be5eda830b6eb714998569dba73530f2601
03086,Mustango,"classical, orchestral, orchestra",1,train,Mustango,42,balanced_generator_group_split_v1,b84d4be5eda830b6eb714998569dba73530f2601
06087,MTG-Jamendo,"classical, piano, horn",0,train,Suno v3.5,42,balanced_generator_group_split_v1,b84d4be5eda830b6eb714998569dba73530f2601
05587,Suno v3.5,"classical, piano, horn",1,train,Suno v3.5,42,balanced_generator_group_split_v1,b84d4be5eda830b6eb714998569dba73530f2601
06088,MTG-Jamendo,"classical, piano, violin",0,train,Stable Audio v1,42,balanced_generator_group_split_v1,b84d4be5eda830b6eb714998569dba73530f2601
03588,Stable Audio v1,"classical, piano, violin",1,train,Stable Audio v1,42,balanced_generator_group_split_v1,b84d4be5eda830b6eb714998569dba73530f2601
06090,MTG-Jamendo,"classical, soundtrack, country",0,train,MusicGen Small,42,balanced_generator_group_split_v1,b84d4be5eda830b6eb714998569dba73530f2601
00388,MusicGen Small,"classical, soundtrack, country",1,train,MusicGen Small,42,balanced_generator_group_split_v1,b84d4be5eda830b6eb714998569dba73530f2601
06091,MTG-Jamendo,"classical, soundtrack, guitar",0,train,MusicGen Medium,42,balanced_generator_group_split_v1,b84d4be5eda830b6eb714998569dba73530f2601
00618,MusicGen Medium,"classical, soundtrack, guitar",1,train,MusicGen Medium,42,balanced_generator_group_split_v1,b84d4be5eda830b6eb714998569dba73530f2601
06092,MTG-Jamendo,"classical, soundtrack, orchestral",0,train,MusicGen Large,42,balanced_generator_group_split_v1,b84d4be5eda830b6eb714998569dba73530f2601
01247,MusicGen Large,"classical, soundtrack, orchestral",1,train,MusicGen Large,42,balanced_generator_group_split_v1,b84d4be5eda830b6eb714998569dba73530f2601
06094,MTG-Jamendo,"classical, soundtrack, piano",0,train,Stable Audio v1,42,balanced_generator_group_split_v1,b84d4be5eda830b6eb714998569dba73530f2601
03594,Stable Audio v1,"classical, soundtrack, piano",1,train,Stable Audio v1,42,balanced_generator_group_split_v1,b84d4be5eda830b6eb714998569dba73530f2601
06096,MTG-Jamendo,"classical, soundtrack, strings",0,train,Udio,42,balanced_generator_group_split_v1,b84d4be5eda830b6eb714998569dba73530f2601
04596,Udio,"classical, soundtrack, strings",1,train,Udio,42,balanced_generator_group_split_v1,b84d4be5eda830b6eb714998569dba73530f2601
06097,MTG-Jamendo,"classical, techno, experimental",0,train,Stable Audio v2,42,balanced_generator_group_split_v1,b84d4be5eda830b6eb714998569dba73530f2601
04097,Stable Audio v2,"classical, techno, experimental",1,train,Stable Audio v2,42,balanced_generator_group_split_v1,b84d4be5eda830b6eb714998569dba73530f2601
06098,MTG-Jamendo,"classical, trumpet, percussion",0,train,MusicGen Small,42,balanced_generator_group_split_v1,b84d4be5eda830b6eb714998569dba73530f2601
00287,MusicGen Small,"classical, trumpet, percussion",1,train,MusicGen Small,42,balanced_generator_group_split_v1,b84d4be5eda830b6eb714998569dba73530f2601
06099,MTG-Jamendo,"classical, violin, flute",0,train,Suno v3,42,balanced_generator_group_split_v1,b84d4be5eda830b6eb714998569dba73530f2601
05099,Suno v3,"classical, violin, flute",1,train,Suno v3,42,balanced_generator_group_split_v1,b84d4be5eda830b6eb714998569dba73530f2601
06102,MTG-Jamendo,"dance, holiday, christmas",0,train,Riffusion,42,balanced_generator_group_split_v1,b84d4be5eda830b6eb714998569dba73530f2601
02663,Riffusion,"dance, holiday, christmas",1,train,Riffusion,42,balanced_generator_group_split_v1,b84d4be5eda830b6eb714998569dba73530f2601
06103,MTG-Jamendo,"dance, reggae, upbeat",0,train,AudioLDM 2 Music,42,balanced_generator_group_split_v1,b84d4be5eda830b6eb714998569dba73530f2601
02333,AudioLDM 2 Music,"dance, reggae, upbeat",1,train,AudioLDM 2 Music,42,balanced_generator_group_split_v1,b84d4be5eda830b6eb714998569dba73530f2601
06108,MTG-Jamendo,"disco, latin, christmas",0,train,AudioLDM 2 Music,42,balanced_generator_group_split_v1,b84d4be5eda830b6eb714998569dba73530f2601
02036,AudioLDM 2 Music,"disco, latin, christmas",1,train,AudioLDM 2 Music,42,balanced_generator_group_split_v1,b84d4be5eda830b6eb714998569dba73530f2601
06109,MTG-Jamendo,"downtempo, hiphop, rap",0,train,Mustango,42,balanced_generator_group_split_v1,b84d4be5eda830b6eb714998569dba73530f2601
03109,Mustango,"downtempo, hiphop, rap",1,train,Mustango,42,balanced_generator_group_split_v1,b84d4be5eda830b6eb714998569dba73530f2601
06111,MTG-Jamendo,"downtempo, triphop, breakbeat",0,train,Udio,42,balanced_generator_group_split_v1,b84d4be5eda830b6eb714998569dba73530f2601
04611,Udio,"downtempo, triphop, breakbeat",1,train,Udio,42,balanced_generator_group_split_v1,b84d4be5eda830b6eb714998569dba73530f2601
06112,MTG-Jamendo,"downtempo, triphop, guitar",0,train,Stable Audio v1,42,balanced_generator_group_split_v1,b84d4be5eda830b6eb714998569dba73530f2601
03612,Stable Audio v1,"downtempo, triphop, guitar",1,train,Stable Audio v1,42,balanced_generator_group_split_v1,b84d4be5eda830b6eb714998569dba73530f2601
06114,MTG-Jamendo,"easylistening, ambient, jazz",0,train,MusicGen Small,42,balanced_generator_group_split_v1,b84d4be5eda830b6eb714998569dba73530f2601
00080,MusicGen Small,"easylistening, ambient, jazz",1,train,MusicGen Small,42,balanced_generator_group_split_v1,b84d4be5eda830b6eb714998569dba73530f2601
06115,MTG-Jamendo,"easylistening, ambient, soundtrack",0,train,AudioLDM 2 Music,42,balanced_generator_group_split_v1,b84d4be5eda830b6eb714998569dba73530f2601
02413,AudioLDM 2 Music,"easylistening, ambient, soundtrack",1,train,AudioLDM 2 Music,42,balanced_generator_group_split_v1,b84d4be5eda830b6eb714998569dba73530f2601
06116,MTG-Jamendo,"easylistening, ambient, synthesizer",0,train,MusicGen Small,42,balanced_generator_group_split_v1,b84d4be5eda830b6eb714998569dba73530f2601
00018,MusicGen Small,"easylistening, ambient, synthesizer",1,train,MusicGen Small,42,balanced_generator_group_split_v1,b84d4be5eda830b6eb714998569dba73530f2601
06117,MTG-Jamendo,"easylistening, calm, flute",0,train,Stable Audio v1,42,balanced_generator_group_split_v1,b84d4be5eda830b6eb714998569dba73530f2601
03617,Stable Audio v1,"easylistening, calm, flute",1,train,Stable Audio v1,42,balanced_generator_group_split_v1,b84d4be5eda830b6eb714998569dba73530f2601
06119,MTG-Jamendo,"easylistening, chillout, house",0,train,AudioLDM 2 Large,42,balanced_generator_group_split_v1,b84d4be5eda830b6eb714998569dba73530f2601
01898,AudioLDM 2 Large,"easylistening, chillout, house",1,train,AudioLDM 2 Large,42,balanced_generator_group_split_v1,b84d4be5eda830b6eb714998569dba73530f2601
06120,MTG-Jamendo,"easylistening, downtempo, violin",0,train,Suno v3,42,balanced_generator_group_split_v1,b84d4be5eda830b6eb714998569dba73530f2601
05120,Suno v3,"easylistening, downtempo, violin",1,train,Suno v3,42,balanced_generator_group_split_v1,b84d4be5eda830b6eb714998569dba73530f2601
06121,MTG-Jamendo,"easylistening, folk, cello",0,train,AudioLDM 2 Music,42,balanced_generator_group_split_v1,b84d4be5eda830b6eb714998569dba73530f2601
02067,AudioLDM 2 Music,"easylistening, folk, cello",1,train,AudioLDM 2 Music,42,balanced_generator_group_split_v1,b84d4be5eda830b6eb714998569dba73530f2601
06122,MTG-Jamendo,"easylistening, guitar, flute",0,train,Mustango,42,balanced_generator_group_split_v1,b84d4be5eda830b6eb714998569dba73530f2601
03122,Mustango,"easylistening, guitar, flute",1,train,Mustango,42,balanced_generator_group_split_v1,b84d4be5eda830b6eb714998569dba73530f2601
06123,MTG-Jamendo,"easylistening, hard, bass",0,train,Suno v3,42,balanced_generator_group_split_v1,b84d4be5eda830b6eb714998569dba73530f2601
05123,Suno v3,"easylistening, hard, bass",1,train,Suno v3,42,balanced_generator_group_split_v1,b84d4be5eda830b6eb714998569dba73530f2601
06126,MTG-Jamendo,"easylistening, jazz, progressive",0,train,Suno v3.5,42,balanced_generator_group_split_v1,b84d4be5eda830b6eb714998569dba73530f2601
05626,Suno v3.5,"easylistening, jazz, progressive",1,train,Suno v3.5,42,balanced_generator_group_split_v1,b84d4be5eda830b6eb714998569dba73530f2601
06127,MTG-Jamendo,"easylistening, lounge, chillout",0,train,MusicGen Small,42,balanced_generator_group_split_v1,b84d4be5eda830b6eb714998569dba73530f2601
00256,MusicGen Small,"easylistening, lounge, chillout",1,train,MusicGen Small,42,balanced_generator_group_split_v1,b84d4be5eda830b6eb714998569dba73530f2601
06129,MTG-Jamendo,"easylistening, newage, sad",0,train,MusicGen Medium,42,balanced_generator_group_split_v1,b84d4be5eda830b6eb714998569dba73530f2601
00622,MusicGen Medium,"easylistening, newage, sad",1,train,MusicGen Medium,42,balanced_generator_group_split_v1,b84d4be5eda830b6eb714998569dba73530f2601
06130,MTG-Jamendo,"easylistening, reggae, acousticguitar",0,train,Udio,42,balanced_generator_group_split_v1,b84d4be5eda830b6eb714998569dba73530f2601
04630,Udio,"easylistening, reggae, acousticguitar",1,train,Udio,42,balanced_generator_group_split_v1,b84d4be5eda830b6eb714998569dba73530f2601
06131,MTG-Jamendo,"easylistening, soft, happy",0,train,Udio,42,balanced_generator_group_split_v1,b84d4be5eda830b6eb714998569dba73530f2601
04631,Udio,"easylistening, soft, happy",1,train,Udio,42,balanced_generator_group_split_v1,b84d4be5eda830b6eb714998569dba73530f2601
06132,MTG-Jamendo,"easylistening, soundtrack, electricguitar",0,train,MusicGen Small,42,balanced_generator_group_split_v1,b84d4be5eda830b6eb714998569dba73530f2601
00146,MusicGen Small,"easylistening, soundtrack, electricguitar",1,train,MusicGen Small,42,balanced_generator_group_split_v1,b84d4be5eda830b6eb714998569dba73530f2601
